organism,contig_taxa
day7_DO_0_12C_cell_enriched_000000125796,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000126364,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000126607,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000126674,S_Thiomicrorhabdus sp.
day7_DO_0_12C_cell_enriched_000000126919,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000127632,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000128586,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000129071,G_Cutibacterium
day7_DO_0_12C_cell_enriched_000000129123,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000130389,O_Campylobacterales
day7_DO_0_12C_cell_enriched_000000130847,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000131192,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000131430,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000131437,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000132011,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000132121,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000132810,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000133200,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000133268,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000133371,O_Synechococcales
day7_DO_0_12C_cell_enriched_000000133596,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000133967,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000134299,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000134734,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000135037,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000136074,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000136805,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000136838,S_Thiomicrorhabdus sp.
day7_DO_0_12C_cell_enriched_000000137255,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000137575,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000137588,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000137801,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000137911,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000138097,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000138298,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000138331,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000138526,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000138558,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000138620,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000140298,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000140311,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000140779,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000141141,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000141343,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000141863,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000142655,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000143484,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000143733,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000145074,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000145700,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000145720,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000146827,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000147079,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000147124,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000147220,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000147997,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000148326,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000149687,ST_Prosthecochloris aestuarii DSM 271
day7_DO_0_12C_cell_enriched_000000149751,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000150151,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000150197,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000150841,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000151078,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000151159,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000151688,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000151883,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000152038,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000152053,P_Pseudomonadota
day7_DO_0_12C_cell_enriched_000000152351,CL_Terrabacteria group
day7_DO_0_12C_cell_enriched_000000152805,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000153315,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000153513,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000155769,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000156222,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000156273,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000156442,SK_Bacteria
day7_DO_0_12C_cell_enriched_000000156673,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000158159,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000158499,NR_Chlorobium/Pelodictyon group
day7_DO_0_12C_cell_enriched_000000158789,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000159084,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000159978,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000160015,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000160203,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000160328,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000160659,G_Cutibacterium
day7_DO_0_12C_cell_enriched_000000160917,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000160994,G_Cutibacterium
day7_DO_0_12C_cell_enriched_000000161783,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000163739,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000164368,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000164601,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000164746,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000166215,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000166681,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000166877,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000167121,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000167425,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000167477,NR_root
day7_DO_0_12C_cell_enriched_000000167983,O_Thiotrichales
day7_DO_0_12C_cell_enriched_000000169236,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000170118,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000170533,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000170871,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000170971,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000171404,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000171583,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000172798,C_Cyanophyceae
day7_DO_0_12C_cell_enriched_000000173129,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000173230,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000173360,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000174126,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000174140,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000174477,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000174944,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000174995,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000175185,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000175357,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000175461,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000175658,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000175780,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000176397,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000176459,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000176656,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000177049,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000177672,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000178048,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000178676,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000178773,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000179021,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000179056,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000179347,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000179502,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000180074,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000180289,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000180850,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000181008,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000181034,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000181218,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000181404,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000182135,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000182402,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000182804,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000183836,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000185049,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000185697,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000185873,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000186366,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000186369,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000186655,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000186755,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000186781,ST_Prosthecochloris aestuarii DSM 271
day7_DO_0_12C_cell_enriched_000000187525,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000187834,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000187879,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000188267,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000188339,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000188392,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000189399,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000189414,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000189818,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000190685,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000192250,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000192320,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000193524,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000193562,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000193990,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000194466,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000194944,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000195665,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000195797,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000195811,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000196160,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000197543,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000197905,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000197940,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000198207,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000198285,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000198830,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000198889,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000199158,CL_Terrabacteria group
day7_DO_0_12C_cell_enriched_000000199197,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000199322,S_Thiomicrorhabdus sp.
day7_DO_0_12C_cell_enriched_000000199425,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000199723,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000199859,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000199862,G_Thiomicrorhabdus
day7_DO_0_12C_cell_enriched_000000200605,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000200670,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000200671,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000200775,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000201646,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000202574,G_Cutibacterium
day7_DO_0_12C_cell_enriched_000000202605,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000203028,S_uncultured Sulfurimonas sp.
day7_DO_0_12C_cell_enriched_000000203481,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000204007,SK_Bacteria
day7_DO_0_12C_cell_enriched_000000204119,S_Aliarcobacter cibarius
day7_DO_0_12C_cell_enriched_000000204221,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000204642,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000205552,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000205689,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000205774,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000206123,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000206148,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000206624,G_Thiomicrorhabdus
day7_DO_0_12C_cell_enriched_000000206758,G_Thiomicrorhabdus
day7_DO_0_12C_cell_enriched_000000207751,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000208912,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000208922,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000209454,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000209694,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000210286,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000211381,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000212133,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000212518,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000213153,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000213451,O_Synechococcales
day7_DO_0_12C_cell_enriched_000000213513,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000214242,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000214934,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000215390,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000215423,NR_Chlorobium/Pelodictyon group
day7_DO_0_12C_cell_enriched_000000215788,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000215902,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000216706,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000217272,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000217342,SK_Bacteria
day7_DO_0_12C_cell_enriched_000000217554,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000217561,O_Synechococcales
day7_DO_0_12C_cell_enriched_000000218362,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000218525,SK_Bacteria
day7_DO_0_12C_cell_enriched_000000218773,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000218849,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000218916,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000219313,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000220414,F_Piscirickettsiaceae
day7_DO_0_12C_cell_enriched_000000220722,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000220977,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000222042,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000223447,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000223462,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000224080,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000224301,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000225105,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000225233,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000225715,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000226571,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000227167,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000227209,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000228118,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000228163,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000228416,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000228434,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000228779,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000229027,O_Synechococcales
day7_DO_0_12C_cell_enriched_000000229373,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000229487,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000229924,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000230050,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000230225,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000230286,G_Cutibacterium
day7_DO_0_12C_cell_enriched_000000230426,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000231886,SK_Bacteria
day7_DO_0_12C_cell_enriched_000000232579,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000232864,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000233209,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000233743,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000234627,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000234704,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000235042,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000235590,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000236122,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000236498,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000237559,ST_Prosthecochloris aestuarii DSM 271
day7_DO_0_12C_cell_enriched_000000238265,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000238336,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000238413,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000239320,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000239984,SK_Bacteria
day7_DO_0_12C_cell_enriched_000000241627,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000242042,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000242331,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000243887,ST_Pelodictyon luteolum DSM 273
day7_DO_0_12C_cell_enriched_000000244036,S_Chlorobium phaeovibrioides
day7_DO_0_12C_cell_enriched_000000244650,C_Cyanophyceae
day7_DO_0_12C_cell_enriched_000000244705,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000245744,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000245820,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000246103,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000246106,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000246441,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000246924,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000247475,SK_Bacteria
day7_DO_0_12C_cell_enriched_000000247882,NR_unclassified Synechococcus
day7_DO_0_12C_cell_enriched_000000248257,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000248265,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000248367,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000249406,S_Marinobacter salarius
day7_DO_0_12C_cell_enriched_000000249451,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000250761,S_Homo sapiens
day7_DO_0_12C_cell_enriched_000000250963,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000251372,S_Synechococcus sp. HK01-R
day7_DO_0_12C_cell_enriched_000000251520,S_Cutibacterium acnes
day7_DO_0_12C_cell_enriched_000000252068,ST_Desulfocapsa sulfexigens DSM 10523
day7_DO_0_12C_cell_enriched_000000252675,S_Cutibacterium acnes
